Image;Minimum;Maximum;Squared Dynamic Range;Mean;Standard Deviation;Variance;Skewness;Kurtosis;92.5 Percentile;85 Percentile;15 Percentile;7.5 Percentile;Interquartile Range;Median;Shannon Entropy;Bins Entropy;Normalized Energy;Root Mean Square;Mean Absolute Deviation;Robust Mean Absolute Deviaton;label
Img145;64;240;30976;231,857002;33,54623317;1125,34976;-3,941979629;16,71978399;240;240;240;240;0;240;0,42960533;0,42960533;54883,01911;234,2712511;15,34947842;240;2
Img146;64;240;30976;229,9568229;37,92381082;1438,215427;-3,581309975;14,00442026;240;240;240;240;0;240;0,501113806;0,501113806;54318,35583;233,0629868;18,72100353;240;2
Img147;0;240;57600;138,7197011;51,38514664;2640,433295;-1,037663226;3,851812936;192;192;96;48;64;144;3,398225277;3,398225277;21883,58877;147,9310271;39,11611286;144,2981288;3
Img148;0;224;50176;133,8424402;40,80893321;1665,36903;0,043020418;2,529640818;192;192;96;80;64;128;3,288807975;3,288807975;19579,16784;139,9255796;34,0045229;132,4373312;3
Img149;32;224;36864;142,4794801;46,19168758;2133,672002;-0,114363818;1,897887051;208;192;80;64;64;144;3,42151064;3,42151064;22434,07425;149,7800863;39,60213121;146,6008842;3
Img150;0;240;57600;143,1223364;50,6871112;2569,183242;-0,332084697;3,431655184;224;192;96;80;64;144;3,545996725;3,545996725;23053,18643;151,8327581;37,97879256;144,7790105;3
Img151;0;240;57600;113,5110346;60,6281638;3675,774246;-0,126039367;2,075719125;192;192;48;16;96;112;3,794384792;3,794384792;16560,52921;128,6877197;51,10186202;116,1784638;3
Img152;48;240;36864;117,014709;42,1223125;1774,28921;0,600816791;2,158212614;192;176;80;64;64;112;3,131385456;3,131385456;15466,73133;124,365314;35,74008307;115,169472;3
Img153;0;240;57600;150,9987584;49,16005273;2416,710785;-0,97729581;4,322742175;208;192;112;80;64;160;3,462574347;3,462574347;25217,33582;158,799672;37,58802424;156,9678964;3
Img154;0;240;57600;122,0759499;53,57719741;2870,516083;-0,459829669;2,565668569;192;176;64;32;80;128;3,664777988;3,664777988;17773,05363;133,3156166;44,1573544;128,3990671;3
Img155;48;240;36864;116,4828134;52,10408584;2714,835761;0,952806777;2,586081357;208;192;64;64;64;96;3,178527365;3,178527365;16283,08158;127,6051785;43,40866087;108,5092901;3
Img156;0;240;57600;144,2382076;73,83213835;5451,184653;-0,679341265;2,351196557;240;224;48;0;96;176;3,717604405;3,717604405;26255,84519;162,0365551;61,40099702;144,2382076;3
Img157;0;240;57600;109,6617711;76,08697862;5789,228316;-0,202350497;1,674836122;208;192;0;0;144;112;3,629195113;3,629195113;17814,93236;133,4725903;66,09962917;104,9782497;3
Img158;32;224;36864;143,1065872;48,99028819;2400,048336;-0,044687796;1,698327503;208;208;80;80;96;144;3,407693292;3,407693292;22879,54363;151,2598547;43,06085691;146,1157849;3
Img159;16;240;50176;127,9477411;41,48317184;1720,853546;0,261912432;2,377718539;192;176;80;80;64;128;3,353314134;3,353314134;18091,47799;134,504565;34,61237058;128,6941375;3
Img160;0;240;57600;144,2382076;73,83213835;5451,184653;-0,679341265;2,351196557;240;224;48;0;96;176;3,717604405;3,717604405;26255,84519;162,0365551;61,40099702;144,2382076;3
Img161;0;224;50176;95,05933938;71,01559798;5043,215156;-0,030032925;1,656592441;192;176;0;0;144;96;3,593245032;3,593245032;14079,49316;118,6570401;61,95025509;87,51291073;3
Img162;16;240;50176;113,0552007;37,93837126;1439,320014;0,017965761;2,82092018;176;160;80;64;48;112;3,224247982;3,224247982;14220,79843;119,2509892;29,83121164;112,0081907;3
Img163;0;240;57600;141,679668;75,4471178;5692,267585;-0,671899809;2,283818053;240;224;32;0;96;160;3,716965879;3,716965879;25765,39591;160,5160301;62,90439713;131,712216;3
Img164;0;240;57600;121,5476337;55,37377762;3066,255248;-0,439102085;2,83685796;208;176;64;16;64;128;3,618919933;3,618919933;17840,0825;133,5667717;43,33483776;125,3148626;3
Img165;32;176;20736;104,2413396;29,79318745;887,6340182;0,060397108;2,10363337;144;144;64;64;48;112;2,869528668;2,869528668;11753,8909;108,4153628;25,53872585;102,9713583;3
Img166;0;240;57600;127,2792922;57,78886664;3339,553107;-0,659360525;2,643200881;208;192;64;16;80;144;3,636486288;3,636486288;19539,57132;139,7840167;46,87576772;132,3164984;3
Img167;0;240;57600;134,2138007;69,52309612;4833,460894;0,138495431;2,049257824;240;240;64;32;112;128;3,709609475;3,709609475;22846,8052;151,1515968;58,10509665;144,5306941;3
Img168;0;240;57600;158,289773;41,73839522;1742,093636;-0,974364322;3,67300465;208;192;112;96;64;176;3,127061294;3,127061294;26797,74589;163,7001707;34,32283512;159,2323937;3
Img169;0;240;57600;133,2350197;49,93116446;2493,121184;-0,553762992;3,318155369;208;192;80;48;48;128;3,547570696;3,547570696;20244,69167;142,2838419;38,15264772;135,4957657;3
Img170;0;240;57600;144,0162862;78,09469998;6098,782164;-0,621505754;2,193912893;240;224;32;0;112;160;3,706589169;3,706589169;26839,47285;163,8275705;65,63561245;144,0162862;3
Img171;0;224;50176;137,7598908;44,21429194;1954,903612;-0,2554399;2,524471997;208;192;96;80;80;144;3,345114647;3,345114647;20932,69113;144,6813434;37,35193983;136,2962273;3
Img172;0;240;57600;116,899632;58,58770399;3432,519059;-0,123150687;2,062164273;192;176;48;32;96;128;3,811967415;3,811967415;17098,04302;130,7594854;50,06842419;115,8237209;3
Img173;0;224;50176;119,6616593;62,30845364;3882,343395;-0,279292632;2,071880806;208;192;16;16;96;128;3,645875169;3,645875169;18201,25609;134,9120309;51,79702573;110,27629;3
Img174;0;240;57600;152,1055022;51,6334546;2666,013634;-0,13884553;2,776331592;240;208;96;80;80;144;3,596861153;3,596861153;25802,09743;160,6303129;42,05909754;152,5992053;3
Img175;32;240;43264;129,658147;41,30461867;1706,071524;-0,138324538;2,152365457;192;176;80;64;64;128;3,331667601;3,331667601;18517,30661;136,0783106;34,86976116;130,864035;3
Img176;0;240;57600;146,9086028;79,78643027;6365,874455;-0,601467415;2,094719344;240;240;48;0;128;176;3,701793215;3,701793215;27948,01204;167,1765894;68,45177356;146,9086028;3
Img177;0;224;50176;83,55253297;42,71355965;1824,448178;-0,548785086;2,401135214;144;128;32;0;48;96;3,210329779;3,210329779;8805,473943;93,83748688;34,88032592;77,96781116;3
Img178;48;240;36864;128,080357;44,65591901;1994,151103;-0,108673353;2,020842274;192;176;80;64;64;128;3,395036403;3,395036403;18398,72896;135,6419145;37,70882686;128,9057903;3
Img179;0;240;57600;143,9106945;68,37979894;4675,796904;-0,7641106;2,778710435;240;208;64;0;80;160;3,714633749;3,714633749;25386,0849;159,330113;53,72526115;151,9596409;3
Img180;0;240;57600;109,2465632;57,95353297;3358,611984;-0,184344002;2,095541765;192;176;48;16;96;112;3,768917151;3,768917151;15293,42356;123,6665822;48,79156975;110,7014097;3
Img181;0;240;57600;162,7591638;51,76616239;2679,735568;-0,521325957;2,619907288;224;224;112;80;80;160;3,512840529;3,512840529;29170,28096;170,793094;44,08623604;169,1822055;3
Img182;32;240;43264;129,6196687;40,28780699;1623,107392;-0,054359295;2,191461365;192;176;80;64;64;128;3,316850038;3,316850038;18424,3659;135,7363839;33,61904787;129,0065656;3
Img183;0;240;57600;124,1872462;73,43009776;5391,979256;-0,178640447;2,158881428;240;208;32;0;96;128;3,766024403;3,766024403;20814,45138;144,2721435;59,42698806;111,7242644;3
Img184;32;208;30976;115,8895314;39,69983643;1576,077013;0,250455458;2,256248665;176;160;80;64;64;112;3,287758725;3,287758725;15006,46051;122,5008592;32,96073409;115,2958607;3
Img185;0;224;50176;123,5998702;43,12023085;1859,354309;-0,076227683;2,054740631;192;176;80;64;80;128;3,358069269;3,358069269;17136,28223;130,9056234;37,04082885;120,9439858;3
Img186;0;240;57600;122,7043098;80,25418453;6440,734135;-0,136924991;1,856023461;240;224;0;0;128;128;3,705640397;3,705640397;21497,08178;146,6188316;67,6239473;122,7043098;3
Img187;0;240;57600;145,5615038;47,16702453;2224,728203;-0,722469951;2,60241947;192;192;80;64;80;160;3,369754402;3,369754402;23412,87959;153,0126779;39,10102105;148,4171618;3
Img188;0;240;57600;135,3370097;73,03916088;5334,719021;-0,460717928;2,114005586;240;208;32;0;112;144;3,883218538;3,883218538;23650,8252;153,7882479;61,52514267;141,3125457;3
Img189;0;224;50176;149,5265601;56,1963551;3158,030326;-0,556252491;2,456094002;224;208;80;64;80;160;3,621463689;3,621463689;25516,2225;159,7379808;47,22261752;157,1778826;3
Img190;0;240;57600;170,5144238;51,36673197;2638,541153;-1,005163949;4,380995992;240;224;128;96;64;176;3,467529848;3,467529848;31713,70987;178,0834351;39,68074169;180,6518012;3
Img191;32;240;43264;160,391405;48,5350728;2355,653292;-0,682466379;2,288048145;224;208;96;80;64;176;3,32275419;3,32275419;28081,0561;167,5740317;40,64208062;162,8040411;3
Img192;0;240;57600;137,9254371;40,14553492;1611,663974;-0,5782902;2,909586466;192;176;96;80;64;144;3,243209402;3,243209402;20635,09017;143,6491913;32,85062977;143,8183176;3
Img193;0;224;50176;165,3343475;44,04285731;1939,77328;-1,068143406;3,958396362;208;208;112;96;48;176;3,280217688;3,280217688;29275,21974;171,1000285;34,89928356;168,413168;3
Img194;0;240;57600;170,5144238;51,36673197;2638,541153;-1,005163949;4,380995992;240;224;128;96;64;176;3,467529848;3,467529848;31713,70987;178,0834351;39,68074169;180,6518012;3
Img195;0;224;50176;139,8123064;50,9763743;2598,590737;-1,07991847;3,849476943;192;176;80;64;64;160;3,404882784;3,404882784;22146,07174;148,8155628;39,66663852;147,3376464;3
Img196;0;208;43264;118,684668;46,19842734;2134,294689;-0,115649605;1,739741373;176;176;64;48;80;128;3,337136729;3,337136729;16220,3451;127,3591186;41,14299838;122,5513547;3
Img197;0;240;57600;154,2559927;55,16080688;3042,714616;-0,683589919;3,182067081;224;208;112;64;80;160;3,561573398;3,561573398;26837,62589;163,8219335;44,71519427;163,5563176;3
Img198;0;208;43264;114,3180054;55,30842059;3059,021388;-0,074932213;1,950148465;192;176;48;32;96;112;3,66273594;3,66273594;16127,62774;126,9945973;47,48178092;120,4749254;3
Img199;0;240;57600;116,761289;27,72914251;768,9053441;-0,692191315;4,049936641;144;144;80;80;48;128;2,704713096;2,704713096;14402,10396;120,0087662;22,3871015;118,982707;3
Img200;0;240;57600;133,5417725;62,99461856;3968,321968;0,027783449;2,112465265;240;208;64;48;96;128;3,85265344;3,85265344;21801,72696;147,6540787;53,12156154;135,4608343;3
Img201;16;240;50176;166,655854;49,24552053;2425,121292;-0,401181985;2,483575701;240;224;112;80;80;176;3,532833045;3,532833045;30199,29495;173,7794434;40,25824264;167,1572638;3
Img202;0;208;43264;144,6401718;40,23752501;1619,058419;-0,966875112;4,015568798;192;192;112;80;48;144;3,085111422;3,085111422;22539,83772;150,1327337;31,13916283;152,3441079;3
Img203;0;240;57600;147,0979519;37,35800853;1395,620801;-0,731693717;3,074885878;192;176;112;80;48;160;3,112282583;3,112282583;23033,42826;151,7676786;30,909892;152,5517927;3
Img204;0;224;50176;116,9495643;59,0469285;3486,539766;-0,402562271;2,356633247;192;192;48;0;80;128;3,694398546;3,694398546;17163,74036;131,010459;48,0418821;121,1234105;3
Img205;0;176;30976;131,1815304;37,78472568;1427,685495;-0,945275066;3,535381926;176;176;96;80;48;144;3,008884851;3,008884851;18636,27942;136,514759;30,48717463;137,7145456;3
Img206;0;240;57600;144,5172202;53,09511627;2819,091372;-1,158803694;3,689096393;192;192;96;48;64;160;3,367268883;3,367268883;23704,3183;153,9620677;42,01840771;151,3648279;3
Img207;0;208;43264;136,5178466;43,37738875;1881,597854;-1,090701232;3,902102881;192;176;96;48;64;144;3,151217045;3,151217045;20518,72028;143,2435698;33,71251183;141,0678679;3
Img208;0;240;57600;141,6091543;56,19750296;3158,159339;-0,505966013;2,491984061;208;208;80;48;96;144;3,642419746;3,642419746;23211,31191;152,3525908;46,76332871;147,8123292;3
Img209;32;240;43264;153,1399425;49,59332678;2459,498061;-0,275409007;1,903469072;224;208;96;80;80;160;3,442910551;3,442910551;25911,34005;160,9699974;42,60282804;159,6194695;3
Img210;0;240;57600;118,3440901;55,52665723;3083,209663;-0,402927663;3,026546658;192;176;64;0;48;128;3,534584705;3,534584705;17088,53333;130,723117;41,86291034;123,3817194;3
Img211;0;224;50176;163,7295918;30,17886038;910,7636141;-1,897145434;9,108618577;192;192;144;128;16;176;2,688294578;2,688294578;27718,14286;166,4876658;21,3362696;167,7485893;4
Img212;16;192;30976;135,9196429;26,6508734;710,2690529;-0,577360189;3,070898116;176;160;112;96;48;144;2,70260018;2,70260018;19184,41837;138,5078278;22,0426004;135,2634874;4
Img213;32;192;25600;158,1913265;20,26870832;410,820537;-1,999589745;8,253155027;176;176;144;128;16;160;1,994239647;1,994239647;25435,31633;159,4845332;13,15573284;161,8919254;4
Img214;0;192;36864;139,0545281;30,53446466;932,3535318;-1,154323619;4,414259617;176;160;112;80;32;144;2,792455007;2,792455007;20268,51531;142,367536;23,31456288;144,7248157;4
Img215;16;176;25600;122,5341199;18,74715411;351,4557874;-0,187198354;2,866978006;144;144;96;96;16;128;2,261112199;2,261112199;15366,06633;123,9599384;15,52939124;122,0999828;4
Img216;0;208;43264;150,9642857;43,3680117;1880,784439;-1,753919653;6,050273397;192;192;112;80;32;160;2,951627429;2,951627429;24671;157,0700481;31,77688536;161,5232405;4
Img217;0;240;57600;131,7758291;22,86770409;522,9318903;-1,443848792;6,093704518;160;144;112;96;16;144;2,321624778;2,321624778;17887,80102;133,7452841;16,86992094;135,3200742;4
Img218;0;224;50176;141,0908801;47,23466473;2231,113552;-0,781628556;2,181336793;192;176;80;64;80;160;3,036407719;3,036407719;22137,75;148,7876003;40,94548098;147,1648091;4
Img219;48;208;25600;172,8861607;31,67118894;1003,064209;-1,822338583;5,268162225;192;192;144;96;16;192;2,090269545;2,090269545;30892,68878;175,763161;22,76810342;179,888096;4
Img220;32;208;30976;175,440051;26,30769128;692,0946204;-2,176354535;9,089385465;192;192;160;144;32;176;2,308790417;2,308790417;31471,30612;177,4015392;17,52573091;178,7029569;4
Img221;0;208;43264;135,4387755;31,73762536;1007,276864;-1,54542259;7,503529722;176;160;112;96;32;144;2,795063458;2,795063458;19350,93878;139,1076518;22,92052018;136,4155457;4
Img222;0;224;50176;182,7815689;35,43714063;1255,790936;-1,952972023;7,383890378;208;208;160;128;32;192;2,694179671;2,694179671;34664,89286;186,1851037;25,60440034;190,4035749;4
Img223;32;224;36864;159,1470026;56,70395685;3215,338722;-0,763621419;1,969445515;208;208;80;64;96;192;2,877852387;2,877852387;28543,10714;168,9470543;50,50242626;164,2598854;4
Img224;0;224;50176;146,1367985;56,24445923;3163,439194;-0,638865718;2,040173123;208;192;80;48;96;176;3,247957051;3,247957051;24519,40306;156,586727;50,13064432;157,4597341;4
Img225;0;208;43264;138,8816964;35,8884597;1287,98154;-0,480418474;2,822141259;192;176;96;80;48;144;3,156346478;3,156346478;20576,10714;143,4437421;28,96718355;137,7051922;4
Img226;16;192;30976;161,2235332;23,2114923;538,7733748;-2,484511227;13,22473239;192;176;144;144;16;160;2,208735836;2,208735836;26531,80102;162,8858527;15,09891636;163,4559491;4
Img227;16;224;43264;171,5063776;24,99675918;624,8379695;-1,436992144;7,591165705;208;192;144;144;32;176;2,517007349;2,517007349;30039,27551;173,3184223;18,50191708;171,9743356;4
Img228;16;176;25600;143,4882015;29,06446566;844,7431644;-1,902310545;5,758811459;160;160;128;80;16;160;2,030934395;2,030934395;21433,60714;146,4022102;19,77683126;150,7489674;4
Img229;16;208;36864;139,6259566;23,01187337;529,546316;-2,084701501;8,765014909;160;160;128;96;32;144;2,149297318;2,149297318;20024,95408;141,5095547;15,69732784;144,6103628;4
Img230;16;208;36864;128,8759566;33,05504139;1092,635761;-0,227895122;2,43479366;176;160;96;80;48;128;3,057090561;3,057090561;17701,64796;133,0475402;26,91823399;130,1870479;4
Img231;16;240;50176;173,5739796;68,85226818;4740,634833;-0,653343879;2,002926982;240;240;80;64;128;208;3,397509649;3,397509649;34868,56122;186,731254;60,77077971;183,9847115;4
Img232;0;192;36864;157,432398;30,58843438;935,6523177;-1,8080748;5,911053026;176;176;128;96;16;176;2,312727198;2,312727198;25720,61224;160,3764704;22,09137982;164,0107519;4
Img233;16;240;50176;145,7410714;33,92081561;1150,621732;-0,362622875;2,727788381;192;176;112;96;48;144;3,093276682;3,093276682;22391,08163;149,6364983;27,29845942;148,5997943;4
Img234;0;176;30976;138,3718112;20,35594035;414,3643074;-1,31522201;7,375686072;160;160;112;112;32;144;2,261895689;2,261895689;19561,12245;139,8610827;15,70078845;140,4726843;4
Img235;32;208;30976;158,3093112;29,34295347;861,0089184;-1,698577507;5,175243124;176;176;128;96;16;176;2,248796936;2,248796936;25922,84694;161,0057357;21,37663262;164,3764964;4
Img236;48;192;20736;134,3577806;33,69849892;1135,58883;-0,614338411;1,964543326;176;160;96;80;64;144;2,620368035;2,620368035;19187,60204;138,5193201;30,07538894;132,9229644;4
Img237;0;192;36864;137,3890306;23,09980966;533,6012062;-0,340492433;3,402379356;176;160;112;112;32;144;2,549790931;2,549790931;19409,34694;139,3174323;18,80037452;136,8769932;4
Img238;16;240;50176;142,0787628;49,72308697;2472,385378;-0,540032937;2,296044624;208;192;80;48;64;144;3,451887215;3,451887215;22658,7602;150,5282704;40,93935037;150,1268874;4
Img239;16;240;50176;140,9917092;55,5720821;3088,256309;-0,511835149;1,844327331;208;192;64;48;96;160;3,365076103;3,365076103;22966,91837;151,5484027;49,5525004;137,9446759;4
Img240;96;192;9216;170,6195791;15,83831087;250,8520911;-0,983187247;3,780170494;192;176;144;144;16;176;1,834947132;1,834947132;29361,89286;171,3531233;12,34431805;172,1012971;4
Img241;32;176;20736;119,2273597;15,54896697;241,7703739;-0,81741983;4,151710655;144;128;112;96;16;128;1,923676576;1,923676576;14456,93367;120,2369896;12,58685955;118,7277778;4
Img242;32;160;16384;122,1632653;21,18297058;448,7182424;-0,470257718;3,148132043;144;144;96;96;32;128;2,413067088;2,413067088;15372,58163;123,9862155;17,24429437;122,9243993;4
Img243;0;208;43264;146,8325893;34,00377994;1156,25705;-1,310742748;4,830510105;176;176;112;96;48;160;2,857119941;2,857119941;22716,06633;150,7185003;26,19255364;150,96966;4
Img244;0;192;36864;117,5558036;51,35168246;2636,995292;-0,330922735;1,714290098;176;176;48;32;96;128;3,351706904;3,351706904;16456,36224;128,2823536;45,99519184;124,3458249;4
Img245;0;240;57600;113,9655612;64,07993922;4106,23861;-0,42909422;1,459796242;176;176;32;16;144;144;3,022459414;3,022459414;17094,38776;130,7455076;59,66325585;122,2127735;4
Img246;0;192;36864;160,0660077;15,13580463;229,0925818;-1,574850344;10,6656658;176;176;144;144;16;160;1,806282029;1,806282029;25850,21939;160,7800342;10,03787684;162,6127267;4
Img247;0;240;57600;188,4174107;47,1277763;2221,027299;-1,974908625;6,106239473;224;224;160;80;32;208;2,720823004;2,720823004;37722,14796;194,2219039;32,67222956;202,0340124;4
Img248;16;240;50176;187,9626913;52,31479613;2736,837894;-1,481886121;3,936496048;224;224;112;80;32;208;2,931516001;2,931516001;38066,81122;195,1071788;39,72743554;193,8070899;4
Img249;32;192;25600;149,2044005;28,58590581;817,1540112;-1,308892698;3,837215858;176;176;112;96;32;160;2,390812283;2,390812283;23079,10714;151,9180935;22,41680505;153,4264402;4
Img250;16;160;20736;132,9515306;17,18188111;295,2170385;-3,062077808;15,86759917;144;144;128;112;16;128;1,581679351;1,581679351;17971,32653;134,0571763;11,31353727;136,5252846;4
Img251;32;176;20736;129,8125;20,69705063;428,367905;-1,598136376;5,352667919;144;144;112;96;16;144;1,998080037;1,998080037;17279,65306;131,4520942;14,95234774;133,141345;4
Img252;0;224;50176;139,0124362;50,39088761;2539,241555;-0,968044629;3,709861196;192;192;96;64;64;144;3,420846997;3,420846997;21863,69898;147,8637852;39,42903828;146,4087234;4
